timestamp,symbol,open,high,low,close,volume
2026-01-02T10:34:00Z,QQQ,463.35,463.43,462.96,463.00,175805
2026-01-02T10:35:00Z,QQQ,462.42,463.32,462.03,463.00,736
2026-01-02T10:36:00Z,QQQ,463.08,463.46,461.98,462.00,14820
2026-01-02T10:37:00Z,QQQ,462.44,463.05,462.12,463.00,57571
2026-01-02T10:38:00Z,QQQ,462.01,462.13,460.90,461.00,9350
2026-01-02T10:39:00Z,QQQ,460.27,463.14,460.25,463.00,22805
2026-01-02T10:40:00Z,QQQ,463.45,463.60,462.76,463.00,143898
2026-01-02T10:41:00Z,QQQ,463.48,464.43,463.08,464.00,214997
2026-01-02T10:42:00Z,QQQ,463.61,464.40,463.51,464.00,71422
2026-01-02T10:43:00Z,QQQ,464.20,464.49,463.89,464.00,214997
2026-01-02T10:44:00Z,QQQ,464.30,464.33,463.52,464.00,38914
2026-01-02T10:45:00Z,QQQ,463.37,464.00,463.23,464.00,22630
2026-01-02T10:46:00Z,QQQ,463.85,464.37,463.59,464.00,60317
2026-01-02T10:47:00Z,QQQ,463.97,464.39,463.79,464.00,4032
2026-01-02T10:48:00Z,QQQ,464.89,464.97,461.76,462.00,40256
2026-01-02T10:49:00Z,QQQ,461.24,462.21,461.04,462.00,214997
2026-01-02T10:50:00Z,QQQ,461.26,462.41,461.20,462.00,15021
2026-01-02T10:51:00Z,QQQ,461.33,462.39,461.19,462.00,214997
2026-01-02T10:52:00Z,QQQ,461.68,462.37,461.68,462.00,49372
2026-01-02T10:53:00Z,QQQ,460.94,462.23,460.58,462.00,214997
2026-01-02T10:54:00Z,QQQ,462.43,462.59,461.93,462.00,96648
2026-01-02T10:55:00Z,QQQ,462.14,462.57,461.94,462.00,73174
2026-01-02T10:56:00Z,QQQ,462.11,464.02,462.01,464.00,1501
2026-01-02T10:57:00Z,QQQ,464.31,464.56,463.78,464.00,214997
2026-01-02T10:58:00Z,QQQ,463.42,464.07,463.23,464.00,214997
2026-01-02T10:59:00Z,QQQ,464.12,464.29,463.76,464.00,662
2026-01-02T11:00:00Z,QQQ,463.73,464.09,463.37,464.00,13485
2026-01-02T11:01:00Z,QQQ,463.66,464.16,463.49,464.00,76375
2026-01-02T11:02:00Z,QQQ,463.45,464.12,463.43,464.00,50783
2026-01-02T11:03:00Z,QQQ,463.32,463.58,462.83,463.00,8700
2026-01-02T11:04:00Z,QQQ,462.87,462.92,461.84,462.00,8917
2026-01-02T11:05:00Z,QQQ,462.39,462.51,461.77,462.00,16414
2026-01-02T11:06:00Z,QQQ,462.34,462.68,461.93,462.00,214997
2026-01-02T11:07:00Z,QQQ,461.88,462.10,461.36,462.00,214997
2026-01-02T11:08:00Z,QQQ,461.85,462.41,461.70,462.00,6907
2026-01-02T11:09:00Z,QQQ,461.65,462.24,461.59,462.00,14720
2026-01-02T11:10:00Z,QQQ,461.64,462.09,461.42,462.00,214997
2026-01-02T11:11:00Z,QQQ,462.29,462.41,461.82,462.00,61176
2026-01-02T11:12:00Z,QQQ,461.24,462.59,461.09,462.00,69794
2026-01-02T11:13:00Z,QQQ,462.48,462.81,461.94,462.00,84035
2026-01-02T11:14:00Z,QQQ,462.54,462.60,461.84,462.00,214997
2026-01-02T11:15:00Z,QQQ,462.28,463.03,462.15,463.00,3055
2026-01-02T11:16:00Z,QQQ,463.43,463.52,462.93,463.00,3319
2026-01-02T11:17:00Z,QQQ,462.67,463.18,461.97,462.00,19297
2026-01-02T11:18:00Z,QQQ,462.91,462.98,461.74,462.00,51269
2026-01-02T11:19:00Z,QQQ,461.72,462.21,461.51,462.00,31322
2026-01-02T11:20:00Z,QQQ,461.84,462.00,461.33,462.00,23619
2026-01-02T11:21:00Z,QQQ,462.21,462.39,460.88,461.00,83822
2026-01-02T11:22:00Z,QQQ,460.47,461.05,460.35,461.00,6279
2026-01-02T11:23:00Z,QQQ,461.23,461.48,460.85,461.00,174090
2026-01-02T11:24:00Z,QQQ,460.91,462.35,460.64,462.00,214997
2026-01-02T11:25:00Z,QQQ,461.83,462.53,461.60,462.00,21593
2026-01-02T11:26:00Z,QQQ,462.12,462.47,461.90,462.00,87124
2026-01-02T11:27:00Z,QQQ,460.90,462.33,460.88,462.00,141672
2026-01-02T11:28:00Z,QQQ,461.50,463.16,461.03,463.00,214997
2026-01-02T11:29:00Z,QQQ,462.98,463.24,462.65,463.00,3417
2026-01-02T11:30:00Z,QQQ,463.12,463.42,462.90,463.00,36774
2026-01-02T11:31:00Z,QQQ,463.03,463.09,462.89,463.00,17625
2026-01-02T11:32:00Z,QQQ,463.49,463.53,459.66,460.00,121559
2026-01-02T11:33:00Z,QQQ,460.42,460.44,458.96,459.00,51713
2026-01-02T11:34:00Z,QQQ,459.30,459.42,458.97,459.00,214997
2026-01-02T11:35:00Z,QQQ,459.13,459.24,458.66,459.00,138199
2026-01-02T11:36:00Z,QQQ,459.38,459.75,458.57,459.00,214997
2026-01-02T11:37:00Z,QQQ,458.34,459.31,458.08,459.00,37690
2026-01-02T11:38:00Z,QQQ,458.93,459.11,458.52,459.00,1272
2026-01-02T11:39:00Z,QQQ,459.31,459.67,457.75,458.00,10585
2026-01-02T11:40:00Z,QQQ,457.33,458.07,457.19,458.00,6445
2026-01-02T11:41:00Z,QQQ,458.42,458.48,457.93,458.00,60628
2026-01-02T11:42:00Z,QQQ,458.15,458.47,457.91,458.00,50793
2026-01-02T11:43:00Z,QQQ,458.54,460.60,458.46,460.00,19241
2026-01-02T11:44:00Z,QQQ,459.73,460.08,459.71,460.00,346
2026-01-02T11:45:00Z,QQQ,459.35,460.32,459.10,460.00,214997
2026-01-02T11:46:00Z,QQQ,461.32,461.77,459.98,460.00,40404
2026-01-02T11:47:00Z,QQQ,459.61,459.71,458.74,459.00,37464
2026-01-02T11:48:00Z,QQQ,459.49,459.67,458.77,459.00,19476
2026-01-02T11:49:00Z,QQQ,458.33,460.25,458.21,460.00,47383
2026-01-02T11:50:00Z,QQQ,460.03,460.31,459.72,460.00,214997
2026-01-02T11:51:00Z,QQQ,459.93,460.21,459.74,460.00,12173
2026-01-02T11:52:00Z,QQQ,460.24,460.45,459.57,460.00,73248
2026-01-02T11:53:00Z,QQQ,459.83,460.09,458.88,459.00,42037
2026-01-02T11:54:00Z,QQQ,459.72,459.75,458.84,459.00,8918
2026-01-02T11:55:00Z,QQQ,459.26,460.46,459.09,460.00,43251
2026-01-02T11:56:00Z,QQQ,460.20,460.33,459.94,460.00,214997
2026-01-02T11:57:00Z,QQQ,460.08,460.38,459.79,460.00,38486
2026-01-02T11:58:00Z,QQQ,459.47,460.05,459.36,460.00,35637
2026-01-02T11:59:00Z,QQQ,459.50,460.28,459.28,460.00,35225
2026-01-02T12:00:00Z,QQQ,459.96,460.24,459.65,460.00,214997
2026-01-02T12:01:00Z,QQQ,460.00,460.13,459.66,460.00,28451
2026-01-02T12:02:00Z,QQQ,460.75,460.90,459.72,460.00,2973
2026-01-02T12:03:00Z,QQQ,459.78,460.28,459.75,460.00,75248
2026-01-02T12:04:00Z,QQQ,459.77,460.27,459.50,460.00,90595
2026-01-02T12:05:00Z,QQQ,460.79,460.97,459.72,460.00,155587
2026-01-02T12:06:00Z,QQQ,459.87,459.87,458.84,459.00,5727
2026-01-02T12:07:00Z,QQQ,459.52,459.74,458.81,459.00,40211
2026-01-02T12:08:00Z,QQQ,459.09,459.17,458.79,459.00,6980
2026-01-02T12:09:00Z,QQQ,458.17,459.12,458.10,459.00,214997
2026-01-02T12:10:00Z,QQQ,458.39,459.04,458.16,459.00,98260
2026-01-02T12:11:00Z,QQQ,459.26,459.51,458.83,459.00,4141
2026-01-02T12:12:00Z,QQQ,459.00,459.36,458.41,459.00,126568
2026-01-02T12:13:00Z,QQQ,459.20,459.41,458.98,459.00,29977
2026-01-02T12:14:00Z,QQQ,459.02,459.07,458.77,459.00,33980
2026-01-02T12:15:00Z,QQQ,458.86,459.01,458.62,459.00,193461
2026-01-02T12:16:00Z,QQQ,458.67,459.37,458.37,459.00,52284
2026-01-02T12:17:00Z,QQQ,459.12,459.25,458.88,459.00,121844
2026-01-02T12:18:00Z,QQQ,459.33,459.37,458.94,459.00,1924
2026-01-02T12:19:00Z,QQQ,458.67,458.90,457.83,458.00,214997
2026-01-02T12:20:00Z,QQQ,457.88,458.22,457.66,458.00,71591
2026-01-02T12:21:00Z,QQQ,457.98,458.34,457.75,458.00,214997
2026-01-02T12:22:00Z,QQQ,458.44,458.65,457.92,458.00,214997
2026-01-02T12:23:00Z,QQQ,458.66,458.92,457.96,458.00,114950
2026-01-02T12:24:00Z,QQQ,458.80,459.02,457.97,458.00,37461
2026-01-02T12:25:00Z,QQQ,458.12,458.26,457.94,458.00,2673
2026-01-02T12:26:00Z,QQQ,457.87,458.31,457.73,458.00,214997
2026-01-02T12:27:00Z,QQQ,457.36,458.14,457.33,458.00,214997
2026-01-02T12:28:00Z,QQQ,458.70,458.88,457.92,458.00,83653
2026-01-02T12:29:00Z,QQQ,458.19,458.42,457.79,458.00,26611
2026-01-02T12:30:00Z,QQQ,458.55,459.07,458.43,459.00,88270
2026-01-02T12:31:00Z,QQQ,459.23,459.36,457.48,458.00,66609
2026-01-02T12:32:00Z,QQQ,457.83,460.28,457.66,460.00,189820
2026-01-02T12:33:00Z,QQQ,460.31,460.55,459.92,460.00,49242
2026-01-02T12:34:00Z,QQQ,459.35,461.02,459.33,461.00,28874
2026-01-02T12:35:00Z,QQQ,461.40,461.48,460.66,461.00,95124
2026-01-02T12:36:00Z,QQQ,461.66,461.75,460.93,461.00,11047
2026-01-02T12:37:00Z,QQQ,461.28,461.31,460.94,461.00,22091
2026-01-02T12:38:00Z,QQQ,461.14,461.32,460.94,461.00,57869
2026-01-02T12:39:00Z,QQQ,461.35,462.09,461.00,462.00,3834
2026-01-02T12:40:00Z,QQQ,462.00,463.21,461.70,463.00,214997
2026-01-02T12:41:00Z,QQQ,462.65,463.45,462.61,463.00,131597
2026-01-02T12:42:00Z,QQQ,463.89,463.93,462.98,463.00,33519
2026-01-02T12:43:00Z,QQQ,463.21,463.64,459.81,460.00,214997
2026-01-02T12:44:00Z,QQQ,459.81,460.23,459.69,460.00,214997
2026-01-02T12:45:00Z,QQQ,458.59,460.23,458.53,460.00,17108
2026-01-02T12:46:00Z,QQQ,459.27,460.39,459.19,460.00,192334
2026-01-02T12:47:00Z,QQQ,459.76,460.04,457.82,458.00,56420
2026-01-02T12:48:00Z,QQQ,457.75,458.10,457.62,458.00,81593
2026-01-02T12:49:00Z,QQQ,457.55,459.06,457.24,459.00,10580
2026-01-02T12:50:00Z,QQQ,458.60,459.03,458.55,459.00,864
2026-01-02T12:51:00Z,QQQ,459.46,459.60,458.98,459.00,7359
2026-01-02T12:52:00Z,QQQ,458.98,459.26,458.67,459.00,1719
2026-01-02T12:53:00Z,QQQ,459.51,459.60,458.89,459.00,5993
2026-01-02T12:54:00Z,QQQ,459.94,460.10,458.96,459.00,214997
2026-01-02T12:55:00Z,QQQ,458.96,459.13,458.54,459.00,78565
2026-01-02T12:56:00Z,QQQ,459.41,459.51,458.92,459.00,214997
2026-01-02T12:57:00Z,QQQ,460.00,460.13,458.95,459.00,13451
2026-01-02T12:58:00Z,QQQ,458.83,459.44,458.82,459.00,37992
2026-01-02T12:59:00Z,QQQ,459.38,459.38,458.60,459.00,214997
2026-01-02T13:00:00Z,QQQ,458.87,459.22,458.64,459.00,6322
2026-01-02T13:01:00Z,QQQ,458.61,459.08,458.56,459.00,214997
2026-01-02T13:02:00Z,QQQ,459.21,459.28,458.77,459.00,35494
2026-01-02T13:03:00Z,QQQ,458.66,461.07,458.13,461.00,29626
2026-01-02T13:04:00Z,QQQ,460.40,461.11,460.37,461.00,11955
2026-01-02T13:05:00Z,QQQ,460.90,461.05,460.39,461.00,214997
2026-01-02T13:06:00Z,QQQ,461.37,463.34,461.28,463.00,214997
2026-01-02T13:07:00Z,QQQ,463.02,463.19,462.55,463.00,18461
2026-01-02T13:08:00Z,QQQ,463.54,463.78,462.90,463.00,3272
2026-01-02T13:09:00Z,QQQ,462.50,464.02,462.44,464.00,11840
2026-01-02T13:10:00Z,QQQ,463.89,464.47,463.88,464.00,5589
2026-01-02T13:11:00Z,QQQ,464.70,465.21,464.55,465.00,21007
2026-01-02T13:12:00Z,QQQ,465.31,465.41,464.91,465.00,11975
2026-01-02T13:13:00Z,QQQ,464.88,465.12,464.71,465.00,4405
2026-01-02T13:14:00Z,QQQ,464.59,464.64,463.94,464.00,30628
2026-01-02T13:15:00Z,QQQ,463.80,464.21,463.62,464.00,108877
2026-01-02T13:16:00Z,QQQ,464.07,464.33,463.63,464.00,121528
2026-01-02T13:17:00Z,QQQ,463.73,465.55,463.59,465.00,35709
2026-01-02T13:18:00Z,QQQ,465.39,465.89,464.86,465.00,214997
2026-01-02T13:19:00Z,QQQ,465.57,466.14,464.70,465.00,34306
2026-01-02T13:20:00Z,QQQ,464.69,465.17,464.66,465.00,88554
2026-01-02T13:21:00Z,QQQ,464.65,465.21,464.55,465.00,32437
2026-01-02T13:22:00Z,QQQ,465.42,465.69,464.65,465.00,1085
2026-01-02T13:23:00Z,QQQ,464.99,465.09,464.91,465.00,87734
2026-01-02T13:24:00Z,QQQ,464.84,465.18,464.81,465.00,40176
2026-01-02T13:25:00Z,QQQ,465.65,465.66,464.95,465.00,25957
2026-01-02T13:26:00Z,QQQ,464.71,465.26,464.69,465.00,148691
2026-01-02T13:27:00Z,QQQ,464.60,464.97,463.90,464.00,5749
2026-01-02T13:28:00Z,QQQ,464.24,464.46,462.95,463.00,10073
2026-01-02T13:29:00Z,QQQ,462.85,463.24,462.65,463.00,78199
2026-01-02T13:30:00Z,QQQ,461.83,463.16,461.67,463.00,214997
2026-01-02T13:31:00Z,QQQ,462.46,463.12,462.10,463.00,214997
2026-01-02T13:32:00Z,QQQ,463.06,463.40,462.72,463.00,23746
2026-01-02T13:33:00Z,QQQ,463.17,463.41,462.72,463.00,36615
2026-01-02T13:34:00Z,QQQ,462.82,463.23,462.70,463.00,214778
2026-01-02T13:35:00Z,QQQ,462.68,463.21,462.52,463.00,214997
2026-01-02T13:36:00Z,QQQ,463.43,463.49,461.83,462.00,12161
2026-01-02T13:37:00Z,QQQ,462.36,462.50,461.85,462.00,2724
2026-01-02T13:38:00Z,QQQ,463.11,463.28,461.80,462.00,12311
2026-01-02T13:39:00Z,QQQ,461.54,463.21,461.51,463.00,133810
2026-01-02T13:40:00Z,QQQ,463.17,463.23,462.92,463.00,51513
2026-01-02T13:41:00Z,QQQ,463.40,463.95,462.83,463.00,11814
2026-01-02T13:42:00Z,QQQ,462.69,463.03,462.53,463.00,73413
2026-01-02T13:43:00Z,QQQ,462.95,463.25,462.66,463.00,61822
2026-01-02T13:44:00Z,QQQ,462.86,463.07,462.48,463.00,14477
2026-01-02T13:45:00Z,QQQ,463.20,464.11,463.14,464.00,142761
2026-01-02T13:46:00Z,QQQ,464.61,464.64,464.00,464.00,179747
2026-01-02T13:47:00Z,QQQ,464.19,464.45,463.85,464.00,214997
2026-01-02T13:48:00Z,QQQ,463.95,464.00,462.74,463.00,17949
2026-01-02T13:49:00Z,QQQ,463.58,464.19,463.53,464.00,119375
2026-01-02T13:50:00Z,QQQ,463.69,465.35,463.52,465.00,214997
2026-01-02T13:51:00Z,QQQ,464.87,465.01,464.67,465.00,6154
2026-01-02T13:52:00Z,QQQ,464.24,465.14,464.22,465.00,2225
2026-01-02T13:53:00Z,QQQ,464.41,465.03,464.24,465.00,205619
2026-01-02T13:54:00Z,QQQ,464.50,465.09,464.25,465.00,47904
2026-01-02T13:55:00Z,QQQ,465.01,465.28,464.68,465.00,214997
2026-01-02T13:56:00Z,QQQ,464.59,465.01,464.54,465.00,57218
2026-01-02T13:57:00Z,QQQ,465.20,465.36,464.83,465.00,175307
2026-01-02T13:58:00Z,QQQ,465.24,465.44,464.69,465.00,42601
2026-01-02T13:59:00Z,QQQ,464.87,465.23,464.64,465.00,12292
2026-01-02T14:00:00Z,QQQ,465.29,465.57,464.95,465.00,27720
2026-01-02T14:01:00Z,QQQ,464.60,465.08,464.30,465.00,922
2026-01-02T14:02:00Z,QQQ,465.55,466.02,464.94,465.00,7942
2026-01-02T14:03:00Z,QQQ,465.06,465.48,464.58,465.00,144740
2026-01-02T14:04:00Z,QQQ,464.86,465.45,464.55,465.00,11386
2026-01-02T14:05:00Z,QQQ,464.58,465.18,464.55,465.00,67075
2026-01-02T14:06:00Z,QQQ,464.83,466.01,464.47,466.00,20916
2026-01-02T14:07:00Z,QQQ,465.05,466.13,464.81,466.00,214997
2026-01-02T14:08:00Z,QQQ,465.97,466.10,465.81,466.00,31216
2026-01-02T14:09:00Z,QQQ,465.81,466.20,465.60,466.00,106678
2026-01-02T14:10:00Z,QQQ,465.87,466.24,464.91,465.00,205481
2026-01-02T14:11:00Z,QQQ,464.95,465.19,464.63,465.00,35964
2026-01-02T14:12:00Z,QQQ,464.63,465.62,464.46,465.00,16601
2026-01-02T14:13:00Z,QQQ,464.96,465.11,464.71,465.00,7719
2026-01-02T14:14:00Z,QQQ,464.41,465.09,464.37,465.00,828
2026-01-02T14:15:00Z,QQQ,464.58,465.19,464.46,465.00,18481
2026-01-02T14:16:00Z,QQQ,465.36,465.56,464.64,465.00,214997
2026-01-02T14:17:00Z,QQQ,464.51,465.28,464.49,465.00,25727
2026-01-02T14:18:00Z,QQQ,465.13,465.21,464.82,465.00,80857
2026-01-02T14:19:00Z,QQQ,464.63,465.10,464.50,465.00,54971
2026-01-02T14:20:00Z,QQQ,465.07,465.34,464.74,465.00,19545
2026-01-02T14:21:00Z,QQQ,464.46,465.12,464.34,465.00,158973
2026-01-02T14:22:00Z,QQQ,465.68,465.91,464.93,465.00,200370
2026-01-02T14:23:00Z,QQQ,465.41,465.87,464.80,465.00,214997
2026-01-02T14:24:00Z,QQQ,465.19,465.62,464.82,465.00,214997
2026-01-02T14:25:00Z,QQQ,465.32,465.39,465.00,465.00,47101
2026-01-02T14:26:00Z,QQQ,464.59,465.18,464.58,465.00,214997
2026-01-02T14:27:00Z,QQQ,465.53,465.79,464.89,465.00,195739
2026-01-02T14:28:00Z,QQQ,463.96,465.03,463.59,465.00,39756
2026-01-02T14:29:00Z,QQQ,465.06,465.26,464.97,465.00,156109
2026-01-02T14:30:00Z,QQQ,464.51,465.16,464.30,465.00,31145
2026-01-02T14:31:00Z,QQQ,463.87,465.34,463.67,465.00,8714
2026-01-02T14:32:00Z,QQQ,464.25,465.18,464.21,465.00,2134
2026-01-02T14:33:00Z,QQQ,465.07,465.15,459.93,460.00,47561
2026-01-02T14:34:00Z,QQQ,460.49,460.60,459.86,460.00,119280
2026-01-02T14:35:00Z,QQQ,460.07,460.59,459.82,460.00,214997
2026-01-02T14:36:00Z,QQQ,460.63,460.73,458.86,459.00,5387
2026-01-02T14:37:00Z,QQQ,458.60,459.29,458.58,459.00,83070
2026-01-02T14:38:00Z,QQQ,458.58,459.11,458.52,459.00,80483
2026-01-02T14:39:00Z,QQQ,458.96,459.07,458.77,459.00,52989
2026-01-02T14:40:00Z,QQQ,459.31,459.60,458.54,459.00,46275
2026-01-02T14:41:00Z,QQQ,458.50,461.07,458.49,461.00,7652
2026-01-02T14:42:00Z,QQQ,461.35,461.38,460.52,461.00,214997
2026-01-02T14:43:00Z,QQQ,461.02,461.03,460.89,461.00,34958
2026-01-02T14:44:00Z,QQQ,461.04,461.12,460.83,461.00,11409
2026-01-02T14:45:00Z,QQQ,461.08,461.10,458.98,459.00,214997
2026-01-02T14:46:00Z,QQQ,459.16,459.34,458.89,459.00,40432
2026-01-02T14:47:00Z,QQQ,458.86,459.47,458.67,459.00,214997
2026-01-02T14:48:00Z,QQQ,459.03,459.20,458.94,459.00,109857
2026-01-02T14:49:00Z,QQQ,459.40,459.71,458.61,459.00,21406
2026-01-02T14:50:00Z,QQQ,459.65,459.74,458.98,459.00,8286
2026-01-02T14:51:00Z,QQQ,458.13,459.44,457.82,459.00,76178
2026-01-02T14:52:00Z,QQQ,458.98,459.31,458.85,459.00,214997
2026-01-02T14:53:00Z,QQQ,458.93,459.20,458.88,459.00,4201
2026-01-02T14:54:00Z,QQQ,459.27,459.65,458.96,459.00,188549
2026-01-02T14:55:00Z,QQQ,459.44,459.64,458.76,459.00,8182
2026-01-02T14:56:00Z,QQQ,458.23,459.04,457.89,459.00,28698
2026-01-02T14:57:00Z,QQQ,458.58,459.35,458.54,459.00,35278
